Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,Application ID,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Employee Source
59,Current employee,Travel_Rarely,1324,Research & Development,3,3,Medical,1,117,123572,3,Female,81,4,1,Laboratory Technician,1,Married,2670,9964,4,Y,Yes,20,3,1,80,3,12,3,2,1,0,0,0,Seek
41,Current employee,Travel_Rarely,427,Human Resources,10,4,Human Resources,1,118,123573,1,Female,37,4,1,Laboratory Technician,1,Married,2670,9964,4,Y,Yes,20,3,1,80,3,12,3,2,1,0,0,0,Seek
59,Current employee,Travel_Rarely,1324,Research & Development,3,3,Life Sciences,1,119,123574,3,Female,81,4,1,Laboratory Technician,1,Married,2670,9964,1,Y,Yes,20,3,1,80,3,12,3,2,1,0,0,0,Seek
41,Current employee,Travel_Rarely,427,Human Resources,10,4,Medical,1,120,123575,1,Female,37,4,1,Laboratory Technician,1,Married,2670,9964,1,Y,Yes,20,3,1,80,3,12,3,2,1,0,0,0,Seek
41,Current employee,Travel_Rarely,427,Human Resources,10,4,Human Resources,1,121,123576,1,Female,37,4,1,Laboratory Technician,1,Married,2670,9964,4,Y,Yes,20,4,1,80,3,12,3,2,1,0,0,0,Seek
41,Current employee,Travel_Rarely,427,Human Resources,10,4,Medical,1,122,123577,1,Female,37,4,1,Laboratory Technician,1,Married,2670,9964,1,Y,Yes,20,4,1,80,3,12,3,2,1,0,0,0,Seek
59,Current employee,Travel_Rarely,1324,Research & Development,3,3,Medical,1,123,123578,3,Female,81,4,1,Laboratory Technician,1,Married,2670,9964,4,Y,Yes,20,4,1,80,3,12,3,2,1,0,0,0,Seek
59,Current employee,Travel_Rarely,1324,Research & Development,3,3,Life Sciences,1,124,123579,3,Female,81,4,1,Manufacturing Director,3,Married,6132,13983,1,Y,No,17,3,3,80,0,10,3,3,0,0,0,0,Seek
59,Current employee,Travel_Rarely,1324,Research & Development,3,3,Medical,1,125,123580,3,Female,81,4,1,Laboratory Technician,1,Married,2670,9964,4,Y,Yes,20,3,1,80,3,12,3,2,1,0,0,0,Seek
59,Current employee,Travel_Rarely,1324,Research & Development,3,3,Medical,1,126,123581,3,Male,76,3,1,Research Scientist,2,Married,2703,4956,0,Y,No,23,3,4,80,1,6,3,3,5,4,0,4,Jora
37,Voluntary Resignation,Travel_Rarely,807,Human Resources,6,4,Human Resources,1,127,123582,3,Female,81,4,1,Laboratory Technician,1,Married,2670,9964,4,Y,Yes,22,3,4,80,0,7,3,3,3,2,0,2,Company Website
49,Current employee,Travel_Frequently,636,Research & Development,10,4,Life Sciences,1,128,123583,3,Female,81,4,1,Laboratory Technician,1,Married,2670,9964,9,Y,Yes,11,3,4,80,0,22,4,3,3,2,1,2,Jora
59,Current employee,Travel_Rarely,1324,Research & Development,3,3,Medical,1,129,123584,3,Female,79,3,5,Manager,3,Married,18041,13022,0,Y,No,14,3,4,80,0,21,2,3,20,15,1,12,GlassDoor
30,Voluntary Resignation,Travel_Frequently,448,Sales,12,4,Life Sciences,1,130,123585,3,Female,81,4,1,Laboratory Technician,1,Married,2670,9964,1,Y,No,18,3,3,80,1,1,2,4,1,0,0,0,Company Website
41,Current employee,Travel_Rarely,427,Human Resources,10,4,Human Resources,1,131,123586,1,Female,37,4,1,Laboratory Technician,1,Married,2670,9964,4,Y,Yes,20,3,1,80,3,12,3,2,1,0,0,0,Seek
41,Current employee,Travel_Rarely,334,Sales,2,4,Life Sciences,1,132,123587,3,Female,81,4,1,Laboratory Technician,1,Married,2670,9964,2,Y,Yes,20,3,4,80,1,13,3,1,7,7,4,5,LinkedIn
31,Voluntary Resignation,Travel_Frequently,1445,Research & Development,1,5,Life Sciences,1,133,123588,3,Female,81,4,1,Laboratory Technician,1,Married,2670,9964,9,Y,No,21,3,3,80,1,10,3,2,5,4,0,1,Indeed
59,Current employee,Travel_Rarely,1324,Research & Development,3,3,Life Sciences,1,126,123589,3,Female,81,4,1,Laboratory Technician,1,Married,2670,9964,1,Y,Yes,20,3,1,80,3,12,3,2,1,0,0,0,Seek
41,Current employee,Travel_Rarely,427,Human Resources,10,4,Medical,1,135,123590,1,Female,37,4,1,Laboratory Technician,1,Married,2670,9964,1,Y,Yes,20,3,1,80,3,12,3,2,1,0,0,0,Seek
41,Current employee,Travel_Rarely,427,Human Resources,10,4,Human Resources,1,136,123591,1,Female,37,4,1,Laboratory Technician,1,Married,2670,9964,4,Y,Yes,20,4,1,80,3,12,3,2,1,0,0,0,Seek
41,Current employee,Travel_Rarely,427,Human Resources,10,4,Medical,1,137,123592,1,Female,37,4,1,Laboratory Technician,1,Married,2670,9964,1,Y,Yes,20,4,1,80,3,12,3,2,1,0,0,0,Seek
59,Current employee,Travel_Rarely,1324,Research & Development,3,3,Medical,1,138,123593,3,Female,81,4,1,Laboratory Technician,1,Married,2670,9964,4,Y,Yes,20,4,1,80,3,12,3,2,1,0,0,0,Seek
59,Current employee,Travel_Rarely,1324,Research & Development,3,3,Life Sciences,1,139,123594,3,Female,81,,1,Manufacturing Director,3,Married,6132,13983,1,Y,No,17,3,3,80,0,10,3,3,0,,0,0,Seek
30,Current employee,Travel_Rarely,1358,Research & Development,24,1,Life Sciences,1,140,123595,4,Male,67,3,1,Laboratory Technician,3,Divorced,2693,13335,1,Y,No,22,3,2,80,1,1,2,3,1,0,0,0,Seek
41,Current employee,Travel_Rarely,314,Human Resources,1,3,Human Resources,1,141,123596,1,Male,37,3,1,Laboratory Technician,3,Divorced,2693,13335,1,Y,No,22,3,2,80,1,1,2,3,1,0,0,0,Seek
41,Current employee,Travel_Rarely,314,Human Resources,1,3,Life Sciences,1,142,123597,1,Male,37,3,1,Laboratory Technician,3,Divorced,2693,13335,1,Y,No,22,3,2,80,1,1,2,3,1,0,0,0,Seek
30,Current employee,Travel_Rarely,1358,Research & Development,24,1,Other,1,143,123598,4,Male,67,3,1,Laboratory Technician,3,Divorced,2693,13335,1,Y,No,22,3,2,80,1,1,2,3,1,0,0,0,Seek
30,Current employee,Travel_Rarely,1358,Research & Development,24,1,Life Sciences,1,144,123599,4,Male,67,3,1,Laboratory Technician,3,Divorced,2693,13335,1,Y,No,22,4,2,80,1,1,2,3,1,0,0,0,Seek
30,Current employee,Travel_Rarely,1358,Research & Development,24,1,Other,1,145,123600,4,Male,67,3,1,Laboratory Technician,3,Divorced,2693,13335,1,Y,No,22,4,2,80,1,1,2,3,1,0,0,0,LinkedIn
41,Current employee,Travel_Rarely,314,Human Resources,1,3,Human Resources,1,146,123601,1,Male,37,3,1,Laboratory Technician,3,Divorced,2693,13335,1,Y,No,22,4,2,80,1,1,2,3,1,0,0,0,Seek
41,Current employee,Travel_Rarely,314,Human Resources,1,3,Life Sciences,1,147,123602,1,Male,37,3,1,Laboratory Technician,3,Divorced,2693,13335,1,Y,No,22,4,2,80,1,1,2,3,1,0,0,0,Seek
30,Current employee,Travel_Rarely,1358,Research & Development,24,1,Life Sciences,1,148,123603,4,Male,67,3,1,Laboratory Technician,3,Divorced,2693,13335,1,Y,No,22,3,2,80,1,1,2,3,1,0,0,0,Seek
30,Current employee,Travel_Rarely,1358,Research & Development,24,1,Life Sciences,1,149,123604,3,Male,87,3,1,Research Scientist,2,Single,2501,18775,1,Y,No,17,3,2,80,0,1,4,3,1,1,1,0,LinkedIn
32,Current employee,Travel_Rarely,827,Research & Development,1,1,Life Sciences,1,150,123605,4,Male,67,3,1,Laboratory Technician,3,Divorced,2693,13335,1,Y,No,13,3,4,80,0,1,2,3,1,0,0,0,Indeed
36,Current employee,Travel_Rarely,506,Research & Development,3,3,Technical Degree,1,151,123606,4,Male,67,3,1,Laboratory Technician,3,Divorced,2693,13335,4,Y,No,12,3,4,80,0,10,2,3,8,0,7,7,Company Website
30,Current employee,Travel_Rarely,1358,Research & Development,24,1,Life Sciences,1,152,123607,1,Female,90,3,1,Research Scientist,4,Divorced,2886,3032,1,Y,No,22,3,2,80,2,3,3,1,3,2,0,2,Company Website
34,Current employee,Travel_Rarely,254,Research & Development,1,2,Life Sciences,1,153,123608,4,Male,67,3,1,Laboratory Technician,3,Divorced,2693,13335,1,Y,Yes,13,3,4,80,1,6,3,3,6,5,1,3,Company Website
41,Current employee,Travel_Rarely,314,Human Resources,1,3,Human Resources,1,154,123609,1,Male,37,3,1,Laboratory Technician,3,Divorced,2693,13335,1,Y,No,22,3,2,80,1,1,2,3,1,0,0,0,Seek
36,Current employee,Non-Travel,1105,Research & Development,24,4,Life Sciences,1,155,123610,4,Male,67,3,1,Laboratory Technician,3,Divorced,2693,13335,8,Y,No,18,3,3,80,1,20,2,1,17,9,0,15,Recruit.net
31,Voluntary Resignation,Travel_Frequently,523,Research & Development,2,3,Life Sciences,1,156,123611,4,Male,67,3,1,Laboratory Technician,3,Divorced,2693,13335,1,Y,Yes,14,3,4,80,0,0,3,3,0,0,0,0,Jora
41,Current employee,Travel_Rarely,314,Human Resources,1,3,Life Sciences,1,157,123612,1,Male,37,3,1,Laboratory Technician,3,Divorced,2693,13335,1,Y,No,22,3,2,80,1,1,2,3,1,0,0,0,Seek
30,Current employee,Travel_Rarely,1358,Research & Development,24,1,Other,1,158,123613,4,Male,67,3,1,Laboratory Technician,3,Divorced,2693,13335,1,Y,No,22,3,2,80,1,1,2,3,1,0,0,0,Seek
30,Current employee,Travel_Rarely,1358,Research & Development,24,1,Life Sciences,1,159,123614,4,Male,67,3,1,Laboratory Technician,3,Divorced,2693,13335,1,Y,No,22,4,2,80,1,1,2,3,1,0,0,0,Seek
30,Current employee,Travel_Rarely,1358,Research & Development,24,1,Other,1,160,123615,4,Male,67,3,1,Laboratory Technician,3,Divorced,2693,13335,1,Y,No,22,4,2,80,1,1,2,3,1,0,0,0,LinkedIn
41,Current employee,Travel_Rarely,314,Human Resources,1,3,Human Resources,1,161,123616,1,Male,37,3,1,Laboratory Technician,3,Divorced,2693,13335,1,Y,No,22,4,2,80,1,1,2,3,1,0,0,0,Seek
41,Current employee,Travel_Rarely,314,Human Resources,1,3,Life Sciences,1,162,123617,1,Male,37,3,1,Laboratory Technician,3,Divorced,2693,13335,1,Y,No,22,4,2,80,1,1,2,3,1,0,0,0,Seek
38,Current employee,Travel_Frequently,216,Research & Development,23,3,Life Sciences,1,163,123618,4,Male,44,2,3,Manufacturing Director,3,Single,9526,8787,0,Y,No,21,3,2,80,0,10,2,3,9,7,1,8,Seek
39,Current employee,Travel_Rarely,141,Human Resources,3,3,Human Resources,1,164,123619,1,Male,37,2,3,Manufacturing Director,3,Single,9526,8787,0,Y,No,21,3,2,80,0,10,2,3,9,7,1,8,Seek
39,Current employee,Travel_Rarely,141,Human Resources,3,3,Life Sciences,1,165,123620,1,Male,37,2,3,Manufacturing Director,3,Single,9526,8787,1,Y,No,21,3,2,80,0,10,2,3,9,7,1,8,Seek
38,Current employee,Travel_Frequently,216,Research & Development,23,3,Other,1,166,123621,4,Male,44,2,3,Manufacturing Director,3,Single,9526,8787,1,Y,No,21,4,2,80,0,10,2,3,9,7,1,8,Seek
38,Current employee,Travel_Frequently,216,Research & Development,23,3,Life Sciences,1,167,123622,4,Male,44,2,3,Manufacturing Director,3,Single,9526,8787,0,Y,No,21,4,2,80,0,10,2,3,9,7,1,8,Seek
38,Current employee,Travel_Frequently,216,Research & Development,23,3,Other,1,168,123623,4,Male,44,2,3,Manufacturing Director,3,Single,9526,8787,1,Y,No,21,4,2,80,0,10,2,3,9,7,1,8,Seek
39,Current employee,Travel_Rarely,141,Human Resources,3,3,Human Resources,1,169,123624,1,Male,37,2,3,Manufacturing Director,3,Single,9526,8787,0,Y,No,21,4,2,80,0,10,2,3,9,7,1,8,Seek
39,Current employee,Travel_Rarely,141,Human Resources,3,3,Life Sciences,1,170,123625,1,Male,37,2,3,Manufacturing Director,3,Single,9526,8787,1,Y,No,21,4,2,80,0,10,2,3,9,7,1,8,Seek
38,Current employee,Travel_Frequently,216,Research & Development,23,3,Life Sciences,1,171,123626,4,Male,44,2,3,Manufacturing Director,3,Single,9526,8787,0,Y,No,21,3,2,80,0,10,2,3,9,7,1,8,Seek
38,Current employee,Travel_Frequently,216,Research & Development,23,3,Life Sciences,1,172,123627,2,Male,66,3,2,Research Scientist,2,Married,6220,7346,1,Y,No,17,3,2,80,2,10,3,3,10,4,0,9,Recruit.net
20,Voluntary Resignation,Travel_Frequently,871,Research & Development,6,3,Life Sciences,1,173,123628,4,Male,44,2,3,Manufacturing Director,3,Single,9526,8787,1,Y,Yes,18,3,2,80,0,1,5,3,1,0,1,0,Adzuna
31,Current employee,Travel_Frequently,444,Sales,5,3,Marketing,1,174,123629,4,Male,44,2,3,Manufacturing Director,3,Single,9526,8787,1,Y,No,11,4,3,80,1,2,5,2,2,2,2,2,Company Website
38,Current employee,Travel_Frequently,216,Research & Development,23,3,Life Sciences,1,175,123630,3,Male,53,3,1,Laboratory Technician,4,Married,2097,16734,4,Y,No,15,3,3,80,1,9,3,1,5,3,1,4,Indeed
31,Voluntary Resignation,Travel_Rarely,1365,Sales,13,4,Medical,1,176,123631,4,Male,44,2,3,Manufacturing Director,3,Single,9526,8787,2,Y,No,17,3,3,80,0,9,2,1,3,1,1,2,Seek
39,Current employee,Travel_Rarely,141,Human Resources,3,3,Human Resources,1,177,123632,1,Male,37,2,3,Manufacturing Director,3,Single,9526,8787,0,Y,No,21,3,2,80,0,10,2,3,9,7,1,8,Seek
32,Current employee,Travel_Rarely,906,Sales,7,3,Life Sciences,1,178,123633,4,Male,44,2,3,Manufacturing Director,3,Single,9526,8787,1,Y,No,14,3,4,80,0,9,2,3,9,8,3,7,Company Website
44,Current employee,Non-Travel,981,Research & Development,5,3,Life Sciences,1,179,123634,4,Male,44,2,3,Manufacturing Director,3,Single,9526,8787,3,Y,No,15,3,3,80,1,20,2,3,1,0,0,1,LinkedIn
39,Current employee,Travel_Rarely,141,Human Resources,3,3,Life Sciences,1,180,123635,1,Male,37,2,3,Manufacturing Director,3,Single,9526,8787,1,Y,No,21,3,2,80,0,10,2,3,9,7,1,8,Seek
38,Current employee,Travel_Frequently,216,Research & Development,23,3,Other,1,181,123636,4,Male,44,2,3,Manufacturing Director,3,Single,9526,8787,1,Y,No,21,4,2,80,0,10,2,3,9,7,1,8,Seek
38,Current employee,Travel_Frequently,216,Research & Development,23,3,Life Sciences,1,182,123637,4,Male,31,2,2,Human Resources,4,Single,3886,4223,0,Y,No,21,4,2,80,0,10,2,3,9,7,1,8,Seek
38,Current employee,Travel_Frequently,216,Research & Development,23,3,Other,1,183,123638,4,Male,44,2,3,Manufacturing Director,3,Single,9526,8787,1,Y,No,21,4,2,80,0,10,2,3,9,7,1,8,Seek
39,Current employee,Travel_Rarely,141,Human Resources,3,3,Human Resources,1,184,123639,1,Male,37,2,3,Manufacturing Director,3,Single,9526,8787,0,Y,No,21,4,2,80,0,10,2,3,9,7,1,8,Seek
39,Current employee,Travel_Rarely,141,Human Resources,3,3,Life Sciences,1,185,123640,1,Male,37,2,3,Manufacturing Director,3,Single,9526,8787,1,Y,No,21,4,2,80,0,10,2,3,9,7,1,8,Seek
39,Voluntary Resignation,Travel_Rarely,1162,Sales,3,3,Life Sciences,1,186,123641,1,Male,37,2,3,Manufacturing Director,3,Single,9526,8787,4,Y,Yes,18,3,1,80,0,12,3,2,1,0,0,0,LinkedIn
40,Current employee,Travel_Rarely,804,Research & Development,3,3,Life Sciences,1,187,123642,1,Male,37,2,3,Manufacturing Director,3,Single,9526,8787,8,Y,No,14,3,2,80,1,5,4,3,1,0,0,0,LinkedIn
41,Current employee,Travel_Rarely,167,Research & Development,3,3,Life Sciences,1,188,123643,1,Male,37,2,3,Manufacturing Director,3,Single,9526,8787,2,Y,No,14,3,3,80,0,7,2,4,1,0,0,0,Indeed
44,Current employee,Travel_Frequently,602,Human Resources,3,3,Life Sciences,1,189,123644,1,Male,37,2,3,Manufacturing Director,3,Single,9526,8787,0,Y,Yes,11,3,3,80,0,14,3,3,10,7,0,2,Seek
45,Current employee,Non-Travel,336,Sales,3,3,Life Sciences,1,190,123645,1,Male,37,2,3,Manufacturing Director,3,Single,9526,8787,0,Y,No,11,3,4,80,1,16,2,2,15,1,0,9,Company Website
45,Current employee,Travel_Rarely,192,Research & Development,3,3,Life Sciences,1,191,123646,1,Male,37,2,3,Manufacturing Director,3,Single,9526,8787,3,Y,No,21,4,4,80,2,8,3,2,2,2,0,2,Recruit.net
47,Current employee,Travel_Rarely,1225,Sales,3,3,Life Sciences,1,192,123647,1,Male,37,2,3,Manufacturing Director,3,Single,9526,8787,1,Y,Yes,11,3,3,80,3,20,3,3,20,8,3,8,Company Website
36,Current employee,Travel_Rarely,1299,Research & Development,27,3,Medical,1,193,123648,3,Male,94,3,2,Healthcare Representative,3,Married,5237,16577,6,Y,No,13,3,2,80,2,17,3,2,7,7,7,7,Seek
36,Current employee,Travel_Rarely,1041,Human Resources,13,3,Human Resources,1,194,123649,1,Male,37,3,2,Healthcare Representative,3,Married,5237,16577,6,Y,No,13,3,2,80,2,17,3,2,7,7,7,7,Seek
36,Current employee,Travel_Rarely,1041,Human Resources,13,3,Medical,1,195,123650,1,Male,37,3,2,Healthcare Representative,3,Married,5237,16577,0,Y,No,13,3,2,80,2,17,3,2,7,7,7,7,Seek
36,Current employee,Travel_Rarely,1299,Research & Development,27,3,Technical Degree,1,196,123651,3,Male,94,3,2,Healthcare Representative,3,Married,5237,16577,0,Y,No,13,3,2,80,2,17,3,2,7,7,7,7,Seek
36,Current employee,Travel_Rarely,1299,Research & Development,27,3,Medical,1,197,123652,3,Male,94,3,2,Healthcare Representative,3,Married,5237,16577,6,Y,No,13,3,2,80,2,17,3,2,7,7,7,7,Seek
36,Current employee,Travel_Rarely,1041,Human Resources,13,3,Human Resources,1,198,123653,1,Male,37,3,2,Healthcare Representative,3,Married,5237,16577,6,Y,No,13,3,2,80,2,17,3,2,7,7,7,7,Seek
36,Current employee,Travel_Rarely,1041,Human Resources,13,3,Medical,1,199,123654,1,Male,37,3,2,Healthcare Representative,3,Married,5237,16577,0,Y,No,13,3,2,80,2,17,3,2,7,7,7,7,Seek
36,Current employee,Travel_Rarely,1299,Research & Development,27,3,Technical Degree,1,200,123655,3,Male,94,3,2,Healthcare Representative,3,Married,5237,16577,0,Y,No,13,3,2,80,2,17,3,2,7,7,7,7,Seek
36,Current employee,Travel_Rarely,1299,Research & Development,27,3,Medical,1,201,123656,3,Male,94,3,2,Healthcare Representative,3,Married,5237,16577,6,Y,No,13,3,2,80,2,17,3,2,7,7,7,7,Seek
36,Current employee,Travel_Rarely,1299,Research & Development,27,3,Medical,1,202,123657,2,Female,55,4,1,Laboratory Technician,4,Married,3038,22002,3,Y,No,12,3,2,80,0,5,3,3,1,0,0,0,Seek
34,Current employee,Travel_Rarely,665,Research & Development,6,4,Other,1,203,123658,3,Male,94,3,2,Healthcare Representative,3,Married,5237,16577,1,Y,No,14,3,3,80,0,16,3,3,16,13,2,10,GlassDoor
26,Voluntary Resignation,Travel_Rarely,950,Sales,4,4,Marketing,1,204,123659,3,Male,94,3,2,Healthcare Representative,3,Married,5237,16577,1,Y,Yes,12,3,2,80,0,8,0,3,8,7,7,4,Company Website
36,Current employee,Travel_Rarely,1299,Research & Development,27,3,Medical,1,205,123660,2,Male,93,2,3,Research Director,3,Married,11935,21526,1,Y,No,18,3,3,80,0,10,2,3,10,2,0,7,Adzuna
35,Current employee,Travel_Rarely,538,Research & Development,25,2,Other,1,206,123661,3,Male,94,3,2,Healthcare Representative,3,Married,5237,16577,4,Y,No,14,3,4,80,0,9,3,3,3,2,0,2,Jora
36,Current employee,Travel_Rarely,1041,Human Resources,13,3,Human Resources,1,207,123662,1,Male,37,3,2,Healthcare Representative,3,Married,5237,16577,6,Y,No,13,3,2,80,2,17,3,2,7,7,7,7,Seek
38,Current employee,Travel_Rarely,849,Research & Development,25,2,Life Sciences,1,208,123663,3,Male,94,3,2,Healthcare Representative,3,Married,5237,16577,1,Y,No,13,3,1,80,1,10,1,3,10,7,0,9,Company Website
44,Current employee,Travel_Rarely,1467,Research & Development,20,3,Life Sciences,1,209,123664,3,Male,94,3,2,Healthcare Representative,3,Married,5237,16577,2,Y,Yes,17,3,1,80,0,10,3,3,8,7,0,7,Recruit.net
36,Current employee,Travel_Rarely,1041,Human Resources,13,3,Medical,1,210,123665,1,Male,37,3,2,Healthcare Representative,3,Married,5237,16577,0,Y,No,13,3,2,80,2,17,3,2,7,7,7,7,Seek
36,Current employee,Travel_Rarely,1299,Research & Development,27,3,Technical Degree,1,211,123666,3,Male,94,3,2,Healthcare Representative,3,Married,5237,16577,0,Y,No,13,3,2,80,2,17,3,2,7,7,7,7,Seek
36,Current employee,Travel_Rarely,1299,Research & Development,27,3,Medical,1,212,123667,3,Male,94,3,2,Healthcare Representative,3,Married,5237,16577,6,Y,No,13,3,2,80,2,17,3,2,7,7,7,7,Seek
36,Current employee,Travel_Rarely,1041,Human Resources,13,3,Human Resources,1,213,123668,1,Male,37,3,2,Healthcare Representative,3,Married,5237,16577,6,Y,No,13,3,2,80,2,17,3,2,7,7,7,7,Seek
36,Current employee,Travel_Rarely,1041,Human Resources,13,3,Medical,1,214,123669,1,Male,37,3,2,Healthcare Representative,3,Married,5237,16577,0,Y,No,13,3,2,80,2,17,3,2,7,7,7,7,Seek
36,Current employee,Travel_Rarely,1299,Research & Development,27,3,Technical Degree,1,215,123670,3,Male,94,3,2,Healthcare Representative,3,Married,5237,16577,0,Y,No,13,3,2,80,2,17,3,2,7,7,7,7,Seek
35,Current employee,Travel_Rarely,809,Research & Development,16,3,Medical,1,216,123671,1,Male,84,4,1,Laboratory Technician,2,Married,2426,16479,0,Y,No,13,3,3,80,1,6,5,3,5,4,0,3,Seek
34,Current employee,Travel_Rarely,829,Human Resources,3,2,Human Resources,1,217,123672,1,Male,37,4,1,Laboratory Technician,2,Married,2426,16479,0,Y,No,13,3,3,80,1,6,5,3,5,4,0,3,Seek
34,Current employee,Travel_Rarely,829,Human Resources,3,2,Life Sciences,1,218,123673,1,Male,37,4,1,Laboratory Technician,2,Married,2426,16479,1,Y,No,13,3,3,80,1,6,5,3,5,4,0,3,Seek
35,Current employee,Travel_Rarely,809,Research & Development,16,3,Medical,1,219,123674,1,Male,84,4,1,Laboratory Technician,2,Married,2426,16479,1,Y,No,13,3,3,80,1,6,5,3,5,4,0,3,Seek
34,Current employee,Travel_Rarely,829,Human Resources,3,2,Human Resources,1,220,123675,1,Male,37,4,1,Laboratory Technician,2,Married,2426,16479,0,Y,No,13,3,3,80,1,6,5,3,5,4,0,3,Seek
34,Current employee,Travel_Rarely,829,Human Resources,3,2,Life Sciences,1,221,123676,1,Male,37,4,1,Laboratory Technician,2,Married,2426,16479,1,Y,No,13,3,3,80,1,6,5,3,5,4,0,3,Seek
35,Current employee,Travel_Rarely,809,Research & Development,16,3,Medical,1,222,123677,1,Male,84,4,1,Laboratory Technician,2,Married,2426,16479,0,Y,No,13,3,3,80,1,6,5,3,5,4,0,3,Seek
35,Current employee,Travel_Rarely,809,Research & Development,16,3,Medical,1,223,123678,1,Male,84,4,1,Laboratory Technician,2,Married,2426,16479,1,Y,No,13,3,3,80,1,6,5,3,5,4,0,3,Seek
35,Current employee,Travel_Rarely,809,Research & Development,16,3,Medical,1,224,123679,1,Male,84,4,1,Laboratory Technician,2,Married,2426,16479,0,Y,No,13,3,3,80,1,6,5,3,5,4,0,3,Seek
35,Current employee,Travel_Rarely,809,Research & Development,16,3,Medical,1,225,123680,3,Female,61,3,2,Manufacturing Director,4,Single,4424,20682,1,Y,No,23,3,4,80,0,11,2,3,11,7,1,8,Seek
37,Current employee,Non-Travel,1040,Research & Development,2,2,Life Sciences,1,226,123681,1,Male,84,4,1,Laboratory Technician,2,Married,2426,16479,5,Y,No,14,3,4,80,1,17,2,4,1,0,0,0,Company Website
37,Current employee,Travel_Frequently,889,Research & Development,9,3,Medical,1,227,123682,1,Male,84,4,1,Laboratory Technician,2,Married,2426,16479,1,Y,Yes,12,3,3,80,3,4,3,2,4,2,1,2,Company Website
35,Current employee,Travel_Rarely,809,Research & Development,16,3,Medical,1,177,123683,3,Female,71,2,1,Research Scientist,2,Married,2546,18300,5,Y,No,16,3,2,80,0,6,2,4,2,2,1,1,GlassDoor
31,Current employee,Travel_Rarely,525,Sales,6,4,Medical,1,229,123684,1,Male,84,4,1,Laboratory Technician,2,Married,2426,16479,4,Y,No,22,3,4,80,2,13,4,4,7,7,5,7,LinkedIn
34,Current employee,Travel_Rarely,829,Human Resources,3,2,Human Resources,1,230,123685,1,Male,37,4,1,Laboratory Technician,2,Married,2426,16479,0,Y,No,13,3,3,80,1,6,5,3,5,4,0,3,Seek
58,Current employee,Non-Travel,390,Research & Development,1,4,Life Sciences,1,231,123686,1,Male,84,4,1,Laboratory Technician,2,Married,2426,16479,2,Y,No,17,3,3,80,0,10,2,3,1,0,0,0,Company Website
30,Current employee,Travel_Rarely,1358,Sales,16,1,Life Sciences,1,232,123687,1,Male,84,4,1,Laboratory Technician,2,Married,2426,16479,5,Y,No,12,3,1,80,2,8,5,3,0,0,0,0,Seek
34,Current employee,Travel_Rarely,829,Human Resources,3,2,Life Sciences,1,233,123688,1,Male,37,4,1,Laboratory Technician,2,Married,2426,16479,1,Y,No,13,3,3,80,1,6,5,3,5,4,0,3,Seek
